INSTANCIA,PRONOSTICO,TEMPERATURA,HUMEDAD,VIENTO,JUGAR
1519,overcast,46,35,TRUE,NO
1520,rainy,73,46,FALSE,YES
1521,overcast,40,10,TRUE,NO
1522,rainy,13,27,FALSE,NO
1523,rainy,63,56,FALSE,NO
1524,overcast,79,37,FALSE,NO
1525,rainy,81,41,TRUE,YES
1526,rainy,60,64,TRUE,NO
1527,overcast,83,74,FALSE,YES
1528,overcast,59,43,TRUE,YES
1529,rainy,57,98,TRUE,NO
1530,overcast,42,43,TRUE,NO
1531,rainy,63,40,TRUE,YES
1532,rainy,74,98,TRUE,NO
1533,overcast,9,38,TRUE,YES
1534,rainy,68,87,TRUE,NO
1535,rainy,71,4,FALSE,NO
1536,overcast,14,13,TRUE,YES
1537,rainy,38,56,TRUE,YES
1538,rainy,50,61,FALSE,YES
1539,rainy,75,71,TRUE,NO
1540,rainy,85,25,TRUE,YES
1541,rainy,1,85,TRUE,NO
1542,rainy,55,32,TRUE,NO
1543,rainy,25,16,FALSE,NO
1544,overcast,77,47,FALSE,NO
1545,rainy,25,49,FALSE,NO
1546,rainy,55,45,FALSE,NO
1547,rainy,50,89,TRUE,NO
1548,rainy,97,87,TRUE,YES
1549,rainy,9,74,TRUE,NO
1550,overcast,10,81,TRUE,YES
1551,rainy,79,31,TRUE,NO
1552,rainy,78,30,TRUE,YES
1553,overcast,96,29,TRUE,NO
1554,rainy,91,48,TRUE,YES
1555,overcast,18,14,FALSE,YES
1556,rainy,50,96,FALSE,YES
1557,rainy,91,52,TRUE,YES
1558,overcast,38,13,TRUE,YES
1559,overcast,6,91,FALSE,YES
1560,rainy,31,21,TRUE,NO
1561,rainy,56,94,FALSE,NO
1562,rainy,67,10,TRUE,YES
1563,overcast,67,38,FALSE,NO
1564,rainy,24,16,FALSE,YES
1565,rainy,88,15,TRUE,NO
1566,rainy,80,70,TRUE,YES
1567,rainy,26,53,TRUE,YES
1568,overcast,58,82,TRUE,NO
1569,rainy,28,34,TRUE,NO
1570,rainy,69,23,FALSE,NO
1571,overcast,96,93,FALSE,NO
1572,rainy,52,58,FALSE,YES
1573,overcast,46,11,TRUE,NO
1574,rainy,13,44,FALSE,YES
1575,rainy,73,50,FALSE,NO
1576,rainy,94,48,TRUE,YES
1577,rainy,34,35,FALSE,YES
1578,rainy,26,14,TRUE,NO
1579,rainy,88,61,TRUE,YES
1580,overcast,88,86,TRUE,NO
1581,rainy,64,87,TRUE,YES
1582,overcast,14,63,TRUE,NO
1583,overcast,47,23,FALSE,YES
1584,rainy,46,48,TRUE,YES
1585,rainy,17,2,FALSE,NO
1586,overcast,4,47,TRUE,YES
1587,rainy,48,59,FALSE,NO
1588,overcast,84,85,FALSE,YES
1589,rainy,3,72,TRUE,NO
1590,rainy,89,21,FALSE,YES
1591,rainy,41,68,TRUE,NO
1592,overcast,14,29,TRUE,NO
1593,overcast,59,55,TRUE,NO
1594,rainy,25,92,FALSE,NO
1595,rainy,25,34,TRUE,YES
1596,rainy,98,4,FALSE,NO
1597,rainy,49,60,FALSE,NO
1598,rainy,59,23,FALSE,YES
1599,rainy,78,69,TRUE,YES
1600,overcast,29,49,FALSE,NO
1601,rainy,100,8,FALSE,NO
1602,overcast,9,13,FALSE,YES
1603,overcast,68,72,FALSE,YES
1604,rainy,76,8,TRUE,YES
1605,rainy,19,86,FALSE,YES
1606,overcast,56,93,FALSE,YES
1607,rainy,59,62,TRUE,YES
1608,rainy,43,89,TRUE,YES
1609,rainy,20,97,FALSE,NO
1610,rainy,70,36,TRUE,NO
1611,overcast,64,31,FALSE,YES
1612,rainy,64,33,TRUE,YES
1613,rainy,60,73,TRUE,YES
1614,rainy,77,22,FALSE,NO
1615,rainy,4,56,TRUE,NO
1616,overcast,84,63,TRUE,YES
1617,rainy,93,5,FALSE,YES
1618,overcast,73,35,FALSE,YES
1619,rainy,12,54,TRUE,NO
1620,rainy,74,12,TRUE,NO
1621,overcast,43,79,TRUE,YES
1622,overcast,60,80,FALSE,NO
1623,overcast,24,40,FALSE,NO
1624,rainy,22,63,TRUE,NO
1625,rainy,92,99,FALSE,NO
1626,overcast,4,56,TRUE,YES
1627,rainy,34,72,TRUE,NO
1628,rainy,49,10,TRUE,NO
1629,rainy,21,89,FALSE,YES
1630,overcast,12,22,TRUE,NO
1631,rainy,66,65,FALSE,NO
1632,rainy,60,80,FALSE,NO
1633,rainy,49,84,FALSE,NO
1634,overcast,15,38,FALSE,NO
1635,rainy,87,3,FALSE,YES
1636,overcast,6,75,FALSE,NO
1637,rainy,17,44,TRUE,NO
1638,rainy,34,27,FALSE,YES
1639,rainy,93,38,FALSE,NO
1640,overcast,72,69,TRUE,NO
1641,rainy,11,31,FALSE,YES
1642,overcast,81,4,TRUE,NO
1643,overcast,18,54,TRUE,YES
1644,rainy,94,81,FALSE,NO
1645,overcast,16,47,TRUE,YES
1646,rainy,22,64,TRUE,NO
1647,rainy,14,46,TRUE,YES
1648,rainy,5,87,FALSE,YES
1649,rainy,7,45,TRUE,NO
1650,overcast,83,93,TRUE,YES
1651,overcast,79,82,FALSE,NO
1652,rainy,55,73,FALSE,YES
1653,rainy,3,24,FALSE,NO
1654,overcast,24,56,TRUE,YES
1655,rainy,66,100,FALSE,NO
1656,rainy,23,48,TRUE,NO
1657,overcast,69,20,FALSE,NO
1658,rainy,85,22,FALSE,NO
1659,overcast,56,73,FALSE,NO
1660,rainy,63,96,TRUE,NO
1661,rainy,35,79,TRUE,NO
1662,overcast,49,46,FALSE,NO
1663,rainy,18,12,FALSE,YES
1664,rainy,53,2,TRUE,YES
1665,rainy,74,100,FALSE,NO
1666,rainy,22,80,TRUE,YES
1667,rainy,80,69,FALSE,YES
1668,rainy,24,16,TRUE,YES
1669,rainy,75,34,TRUE,NO
1670,overcast,80,39,FALSE,NO
1671,overcast,94,22,TRUE,NO
1672,overcast,35,13,TRUE,NO
1673,rainy,48,40,FALSE,NO
1674,rainy,28,98,FALSE,NO
1675,overcast,41,100,FALSE,YES
1676,rainy,40,77,TRUE,YES
1677,rainy,90,76,FALSE,NO
1678,rainy,83,21,FALSE,NO
1679,rainy,76,81,FALSE,NO
1680,overcast,35,61,TRUE,NO
1681,rainy,30,31,TRUE,YES
1682,rainy,90,70,FALSE,NO
1683,rainy,95,7,FALSE,NO
1684,rainy,15,97,TRUE,NO
1685,rainy,53,67,FALSE,NO
1686,rainy,89,40,FALSE,YES
1687,rainy,98,31,FALSE,NO
1688,rainy,55,96,FALSE,YES
1689,rainy,93,78,FALSE,NO
1690,rainy,63,76,TRUE,YES
1691,overcast,99,38,FALSE,YES
1692,rainy,66,62,TRUE,NO
1693,overcast,81,55,FALSE,YES
1694,rainy,46,100,TRUE,YES
1695,rainy,26,99,FALSE,YES
1696,overcast,33,14,FALSE,YES
1697,rainy,17,10,TRUE,YES
1698,rainy,85,80,TRUE,YES
1699,rainy,75,100,FALSE,YES
1700,rainy,88,39,FALSE,YES
1701,rainy,84,64,FALSE,YES
1702,rainy,92,8,TRUE,NO
1703,rainy,49,90,FALSE,YES
1704,overcast,97,31,FALSE,YES
1705,rainy,15,16,FALSE,YES
1706,rainy,67,64,TRUE,NO
1707,overcast,50,15,FALSE,YES
1708,rainy,74,54,FALSE,YES
1709,overcast,89,100,FALSE,NO
1710,rainy,87,96,FALSE,YES
1711,rainy,79,70,TRUE,YES
1712,rainy,43,74,TRUE,NO
1713,overcast,40,78,TRUE,NO
1714,rainy,12,9,TRUE,NO
1715,rainy,100,16,TRUE,NO
1716,overcast,94,2,TRUE,YES
1717,rainy,78,11,TRUE,NO
1718,rainy,61,13,FALSE,YES
1719,overcast,61,6,FALSE,YES
1720,rainy,77,60,TRUE,NO
1721,overcast,61,20,TRUE,NO
1722,rainy,20,82,FALSE,NO
1723,rainy,16,71,TRUE,NO
1724,rainy,39,54,TRUE,NO
1725,rainy,32,76,FALSE,YES
1726,rainy,79,41,FALSE,YES
1727,rainy,41,48,TRUE,NO
1728,rainy,74,76,FALSE,YES
1729,rainy,37,15,FALSE,YES
1730,overcast,87,46,TRUE,YES
1731,rainy,62,32,TRUE,NO
1732,overcast,55,1,TRUE,YES
1733,rainy,98,10,FALSE,YES
1734,overcast,55,28,FALSE,YES
1735,overcast,90,36,FALSE,NO
1736,rainy,23,79,FALSE,NO
1737,overcast,8,91,FALSE,NO
1738,rainy,88,24,FALSE,NO
1739,rainy,40,52,TRUE,NO
1740,rainy,48,43,TRUE,NO
1741,rainy,22,70,FALSE,YES
1742,overcast,100,78,FALSE,NO
1743,rainy,88,9,TRUE,NO
1744,rainy,87,2,TRUE,NO
1745,overcast,30,24,TRUE,YES
1746,rainy,75,77,FALSE,YES
1747,rainy,59,84,TRUE,YES
1748,rainy,6,70,FALSE,YES
1749,overcast,27,62,FALSE,YES
1750,rainy,43,63,FALSE,YES
1751,rainy,53,89,FALSE,NO
1752,rainy,5,47,FALSE,NO
1753,rainy,58,89,FALSE,YES
1754,rainy,68,73,FALSE,NO
1755,rainy,65,43,FALSE,YES
1756,overcast,26,3,TRUE,NO
1757,overcast,41,85,TRUE,NO
1758,rainy,38,38,FALSE,NO
1759,rainy,85,15,FALSE,YES
1760,overcast,13,79,TRUE,YES
1761,rainy,70,63,TRUE,YES
1762,overcast,84,17,FALSE,YES
1763,overcast,40,30,TRUE,NO
1764,rainy,3,4,FALSE,NO
1765,rainy,10,98,FALSE,YES
1766,rainy,8,27,TRUE,NO
1767,rainy,57,77,TRUE,NO
1768,overcast,81,55,FALSE,YES
1769,overcast,99,30,FALSE,NO
1770,rainy,33,57,FALSE,NO
1771,rainy,20,7,TRUE,NO
1772,rainy,52,22,TRUE,YES
1773,overcast,37,74,TRUE,YES
1774,rainy,36,89,TRUE,NO
1775,rainy,72,19,FALSE,NO
1776,rainy,84,82,FALSE,NO
1777,rainy,90,40,TRUE,YES
1778,rainy,2,87,TRUE,YES
1779,rainy,6,83,FALSE,YES
1780,overcast,14,92,FALSE,NO
1781,rainy,28,79,TRUE,NO
1782,rainy,74,76,FALSE,YES
1783,rainy,26,11,TRUE,NO
1784,rainy,44,57,FALSE,YES
1785,rainy,38,21,TRUE,YES
1786,overcast,76,45,FALSE,NO
1787,rainy,73,88,TRUE,NO
1788,overcast,43,90,FALSE,NO
1789,rainy,46,64,TRUE,YES
1790,rainy,40,34,TRUE,YES
1791,overcast,54,9,FALSE,NO
1792,rainy,14,2,TRUE,NO
1793,rainy,74,84,TRUE,YES
1794,rainy,10,90,TRUE,NO
1795,overcast,71,52,TRUE,YES
1796,rainy,97,76,FALSE,NO
1797,rainy,93,11,TRUE,YES
1798,overcast,46,26,TRUE,NO
1799,overcast,71,83,TRUE,NO
1800,overcast,62,85,TRUE,YES
1801,rainy,65,25,TRUE,YES
1802,overcast,57,68,TRUE,NO
1803,overcast,44,29,TRUE,NO
1804,overcast,14,72,FALSE,NO
1805,rainy,27,28,TRUE,NO
1806,overcast,70,73,TRUE,YES
1807,overcast,65,71,FALSE,YES
1808,rainy,42,96,FALSE,YES
1809,overcast,48,7,TRUE,NO
1810,overcast,80,75,TRUE,NO
1811,overcast,87,60,TRUE,YES
1812,overcast,51,34,FALSE,YES
1813,overcast,5,57,FALSE,NO
1814,rainy,60,76,FALSE,YES
1815,rainy,39,78,TRUE,NO
1816,overcast,43,31,TRUE,YES
1817,overcast,41,44,TRUE,YES
1818,rainy,78,55,TRUE,YES
1819,rainy,86,55,TRUE,NO
1820,rainy,90,47,FALSE,NO
1821,rainy,81,36,FALSE,YES
1822,overcast,87,1,TRUE,YES
1823,rainy,75,71,TRUE,NO
1824,rainy,96,66,FALSE,YES
1825,overcast,33,29,FALSE,YES
1826,rainy,35,42,TRUE,YES
1827,rainy,75,95,FALSE,YES
1828,overcast,34,100,FALSE,YES
1829,rainy,98,71,TRUE,YES
1830,rainy,13,77,TRUE,YES
1831,overcast,19,49,TRUE,NO
1832,rainy,48,63,TRUE,NO
1833,overcast,35,43,FALSE,YES
1834,overcast,72,42,TRUE,YES
1835,rainy,29,5,FALSE,YES
1836,rainy,16,73,FALSE,NO
1837,rainy,10,67,FALSE,YES
1838,rainy,40,17,TRUE,NO
1839,overcast,29,93,FALSE,NO
1840,rainy,56,59,TRUE,YES
1841,rainy,58,65,FALSE,YES
1842,rainy,82,72,TRUE,NO
1843,rainy,31,95,TRUE,NO
1844,overcast,48,27,FALSE,YES
1845,rainy,90,1,FALSE,NO
1846,rainy,85,78,TRUE,NO
1847,overcast,94,70,TRUE,NO
1848,rainy,64,80,TRUE,YES
1849,rainy,82,20,TRUE,NO
1850,rainy,84,67,FALSE,NO
1851,overcast,24,52,FALSE,YES
1852,rainy,88,49,TRUE,NO
1853,rainy,51,8,FALSE,YES
1854,rainy,84,34,TRUE,YES
1855,rainy,15,66,FALSE,NO
1856,overcast,40,17,FALSE,YES
1857,rainy,86,31,FALSE,NO
1858,rainy,100,83,TRUE,YES
1859,rainy,17,93,TRUE,YES
1860,overcast,79,27,TRUE,YES
1861,rainy,87,53,TRUE,NO
1862,overcast,81,40,FALSE,YES
1863,overcast,55,42,FALSE,NO
1864,rainy,32,61,TRUE,NO
1865,rainy,20,99,TRUE,NO
1866,rainy,52,66,FALSE,NO
1867,rainy,52,100,FALSE,YES
1868,rainy,83,100,FALSE,YES
1869,rainy,85,63,FALSE,NO
1870,rainy,37,36,TRUE,YES
1871,rainy,92,68,FALSE,YES
1872,overcast,67,8,FALSE,NO
1873,overcast,83,79,FALSE,NO
1874,rainy,85,38,FALSE,NO
1875,overcast,87,6,TRUE,NO
1876,overcast,47,72,TRUE,NO
1877,overcast,24,73,TRUE,NO
1878,overcast,98,14,FALSE,YES
1879,rainy,74,48,TRUE,NO
1880,overcast,52,67,TRUE,NO
1881,rainy,93,86,FALSE,YES
1882,overcast,90,19,FALSE,YES
1883,rainy,65,54,FALSE,NO
1884,overcast,35,84,TRUE,YES
1885,rainy,95,25,TRUE,NO
1886,rainy,68,56,TRUE,YES
1887,rainy,43,58,TRUE,NO
1888,overcast,91,17,TRUE,NO
1889,rainy,97,74,FALSE,NO
1890,overcast,81,9,TRUE,YES
1891,rainy,38,89,FALSE,NO
1892,overcast,42,100,TRUE,YES
1893,rainy,88,44,FALSE,NO
1894,rainy,67,96,FALSE,YES
1895,rainy,51,45,TRUE,YES
1896,rainy,88,54,FALSE,YES
1897,overcast,92,29,FALSE,YES
1898,overcast,32,25,TRUE,NO
1899,rainy,12,16,TRUE,NO
1900,rainy,73,72,FALSE,YES
1901,rainy,16,40,FALSE,NO
1902,rainy,2,52,FALSE,NO
1903,overcast,33,90,TRUE,YES
1904,overcast,27,55,TRUE,YES
1905,rainy,40,94,TRUE,NO
1906,overcast,27,62,TRUE,YES
1907,overcast,15,87,TRUE,YES
1908,rainy,99,90,TRUE,YES
1909,rainy,60,74,FALSE,NO
1910,rainy,73,27,FALSE,YES
1911,rainy,45,90,FALSE,YES
1912,overcast,28,85,FALSE,YES
1913,overcast,24,28,FALSE,NO
1914,rainy,61,34,FALSE,YES
1915,rainy,30,97,TRUE,NO
1916,rainy,88,55,FALSE,YES
1917,overcast,37,45,TRUE,NO
1918,rainy,87,79,FALSE,NO
1919,rainy,55,46,FALSE,NO
1920,overcast,36,81,FALSE,YES
1921,rainy,85,4,FALSE,YES
1922,rainy,7,63,TRUE,YES
1923,rainy,5,9,TRUE,YES
1924,overcast,62,98,FALSE,NO
1925,rainy,86,72,FALSE,YES
1926,rainy,52,20,TRUE,NO
1927,overcast,82,97,TRUE,YES
1928,rainy,19,7,TRUE,YES
1929,rainy,48,29,FALSE,YES
1930,overcast,52,51,TRUE,YES
1931,overcast,75,17,TRUE,NO
1932,overcast,17,24,FALSE,YES
1933,rainy,68,62,FALSE,YES
1934,overcast,78,97,FALSE,NO
1935,rainy,69,68,FALSE,NO
1936,rainy,6,37,TRUE,NO
1937,rainy,20,34,TRUE,YES
1938,overcast,51,54,FALSE,NO
1939,rainy,27,33,TRUE,NO
1940,rainy,17,65,FALSE,NO
1941,rainy,36,3,TRUE,YES
1942,rainy,72,13,FALSE,YES
1943,rainy,83,13,TRUE,YES
1944,rainy,53,47,FALSE,NO
1945,rainy,42,51,FALSE,YES
1946,overcast,19,75,FALSE,YES
1947,rainy,40,55,TRUE,YES
1948,overcast,1,6,FALSE,NO
1949,rainy,84,92,TRUE,YES
1950,rainy,30,59,TRUE,YES
1951,overcast,6,41,TRUE,NO
1952,overcast,21,29,FALSE,NO
1953,rainy,72,86,FALSE,YES
1954,rainy,75,77,FALSE,NO
1955,overcast,88,75,FALSE,YES
1956,overcast,51,73,TRUE,YES
1957,rainy,78,87,TRUE,YES
1958,overcast,14,42,FALSE,YES
1959,overcast,86,12,TRUE,YES
1960,rainy,81,8,FALSE,YES
1961,overcast,74,65,TRUE,NO
1962,rainy,15,3,TRUE,NO
1963,rainy,54,17,FALSE,YES
1964,rainy,8,81,FALSE,YES
1965,rainy,64,63,FALSE,YES
1966,rainy,57,36,FALSE,NO
1967,overcast,87,70,TRUE,YES
1968,rainy,59,39,TRUE,YES
1969,overcast,64,61,TRUE,NO
1970,rainy,7,3,TRUE,NO
1971,rainy,37,9,FALSE,NO
1972,rainy,65,42,TRUE,YES
1973,rainy,50,9,FALSE,YES
1974,rainy,65,32,TRUE,NO
1975,rainy,32,54,FALSE,NO
1976,rainy,27,23,TRUE,NO
1977,rainy,7,90,TRUE,NO
1978,overcast,73,7,FALSE,YES
1979,overcast,18,49,FALSE,YES
1980,overcast,44,59,FALSE,NO
1981,overcast,39,51,TRUE,NO
1982,overcast,50,100,TRUE,NO
1983,rainy,4,15,TRUE,YES
1984,rainy,73,93,TRUE,YES
1985,rainy,6,7,TRUE,YES
1986,rainy,22,13,TRUE,YES
1987,rainy,93,78,TRUE,YES
1988,overcast,84,81,TRUE,YES
1989,rainy,54,36,FALSE,NO
1990,rainy,20,88,TRUE,NO
1991,overcast,87,31,TRUE,YES
1992,rainy,83,21,FALSE,YES
1993,rainy,85,7,FALSE,NO
1994,overcast,31,70,TRUE,YES
1995,rainy,35,49,FALSE,YES
1996,rainy,91,66,FALSE,NO
1997,rainy,17,34,TRUE,YES
1998,rainy,36,92,TRUE,YES
1999,overcast,31,78,TRUE,NO
2000,overcast,74,71,FALSE,NO
2001,overcast,86,37,TRUE,YES
2002,rainy,99,98,TRUE,NO
2003,rainy,19,40,TRUE,YES
2004,rainy,63,33,FALSE,YES
2005,rainy,39,98,FALSE,YES
2006,rainy,20,13,FALSE,YES
2007,rainy,14,31,FALSE,YES
2008,overcast,88,16,FALSE,NO
2009,rainy,66,73,TRUE,YES
2010,rainy,11,51,FALSE,YES
2011,rainy,56,16,FALSE,NO
2012,rainy,82,10,TRUE,YES
2013,overcast,44,8,FALSE,NO
2014,overcast,70,92,FALSE,YES
2015,rainy,5,91,TRUE,NO
2016,overcast,41,33,TRUE,YES
2017,rainy,96,64,TRUE,NO
2018,rainy,48,32,FALSE,NO
2019,overcast,14,44,TRUE,YES
2020,rainy,71,76,FALSE,YES
2021,rainy,76,97,FALSE,YES
2022,rainy,30,50,FALSE,YES
2023,overcast,71,53,TRUE,YES
2024,rainy,91,63,TRUE,NO
2025,rainy,78,58,TRUE,YES
2026,rainy,87,1,FALSE,YES
2027,rainy,25,80,FALSE,NO
2028,rainy,13,71,FALSE,NO
2029,overcast,90,29,TRUE,YES
2030,overcast,94,53,FALSE,YES
2031,rainy,25,11,FALSE,NO
2032,overcast,69,61,FALSE,YES
2033,rainy,84,80,TRUE,NO
2034,overcast,38,56,FALSE,NO
2035,rainy,95,43,FALSE,YES
2036,rainy,55,44,TRUE,NO
2037,rainy,76,75,FALSE,YES
2038,rainy,74,98,TRUE,NO
2039,rainy,83,82,TRUE,NO
2040,rainy,39,85,FALSE,NO
2041,rainy,57,28,FALSE,NO
2042,rainy,39,21,TRUE,NO
2043,rainy,93,53,FALSE,NO
2044,overcast,21,66,FALSE,NO
2045,overcast,53,42,TRUE,NO
2046,overcast,6,11,TRUE,NO
2047,overcast,48,84,TRUE,YES
2048,rainy,48,14,TRUE,YES
2049,overcast,78,66,TRUE,YES
2050,rainy,15,75,FALSE,YES
2051,overcast,21,73,FALSE,YES
2052,rainy,7,88,FALSE,YES
2053,rainy,56,26,FALSE,YES
2054,rainy,22,99,TRUE,YES
2055,overcast,39,19,FALSE,YES
2056,rainy,43,91,TRUE,NO
2057,rainy,36,28,FALSE,NO
2058,rainy,17,77,TRUE,NO
2059,rainy,55,51,TRUE,YES
2060,rainy,33,27,FALSE,NO
2061,rainy,28,79,FALSE,YES
2062,overcast,43,46,TRUE,YES
2063,rainy,41,12,FALSE,NO
2064,overcast,13,38,FALSE,NO
2065,rainy,22,96,FALSE,NO
2066,rainy,58,99,FALSE,NO
2067,rainy,15,38,TRUE,NO
2068,overcast,66,50,FALSE,NO
2069,rainy,61,49,FALSE,NO
2070,overcast,67,63,FALSE,NO
2071,rainy,22,8,TRUE,YES
2072,rainy,54,45,TRUE,NO
2073,rainy,8,51,TRUE,NO
2074,rainy,72,92,FALSE,NO
2075,rainy,13,32,FALSE,YES
2076,overcast,11,60,FALSE,NO
2077,overcast,89,46,TRUE,NO
2078,overcast,56,11,TRUE,YES
2079,rainy,28,20,TRUE,NO
2080,rainy,66,18,TRUE,NO
2081,rainy,15,92,FALSE,NO
2082,overcast,37,98,FALSE,YES
2083,rainy,45,24,TRUE,NO
2084,rainy,90,83,TRUE,NO
2085,rainy,73,89,FALSE,YES
2086,overcast,85,8,FALSE,NO
2087,rainy,66,77,TRUE,YES
2088,rainy,13,50,FALSE,YES
2089,rainy,87,44,FALSE,YES
2090,rainy,9,73,FALSE,YES
2091,overcast,69,8,FALSE,YES
2092,rainy,100,35,TRUE,YES
2093,rainy,57,29,FALSE,YES
2094,rainy,39,98,TRUE,NO
2095,overcast,74,55,FALSE,NO
2096,rainy,88,83,FALSE,NO
2097,overcast,76,21,FALSE,NO
2098,rainy,52,9,FALSE,YES
2099,rainy,24,84,TRUE,NO
2100,rainy,53,1,TRUE,NO
2101,overcast,41,64,FALSE,NO
2102,rainy,58,68,TRUE,YES
2103,overcast,6,66,FALSE,YES
2104,rainy,62,83,FALSE,YES
2105,rainy,31,51,TRUE,NO
2106,rainy,69,3,TRUE,YES
2107,rainy,46,73,TRUE,YES
2108,rainy,1,89,TRUE,YES
2109,rainy,76,19,FALSE,NO
2110,rainy,39,41,TRUE,NO
2111,overcast,48,16,FALSE,YES
2112,rainy,21,5,FALSE,YES
2113,rainy,7,34,FALSE,NO
2114,rainy,35,37,TRUE,YES
2115,overcast,2,80,FALSE,YES
2116,overcast,76,91,FALSE,NO
2117,rainy,27,74,FALSE,NO
2118,rainy,51,78,FALSE,YES
2119,rainy,29,97,TRUE,YES
2120,rainy,28,20,TRUE,NO
2121,rainy,87,36,FALSE,YES
2122,rainy,41,85,TRUE,NO
2123,overcast,33,95,FALSE,NO
2124,rainy,16,82,FALSE,YES
2125,rainy,19,40,FALSE,YES
2126,rainy,36,34,FALSE,YES
2127,rainy,4,70,TRUE,NO
2128,rainy,80,97,TRUE,YES
2129,overcast,30,43,TRUE,YES
2130,rainy,7,59,TRUE,YES
2131,rainy,95,100,TRUE,NO
2132,rainy,71,5,FALSE,NO
2133,overcast,15,11,FALSE,YES
2134,rainy,95,46,FALSE,YES
2135,overcast,38,42,FALSE,NO
2136,overcast,100,89,TRUE,YES
2137,rainy,61,71,FALSE,YES
2138,rainy,11,60,TRUE,NO
2139,overcast,73,30,TRUE,YES
2140,rainy,3,40,FALSE,NO
2141,rainy,38,97,FALSE,NO
2142,rainy,43,83,FALSE,YES
2143,rainy,78,59,TRUE,NO
2144,overcast,54,40,TRUE,NO
2145,rainy,75,16,FALSE,YES
2146,rainy,20,7,FALSE,NO
2147,rainy,19,19,TRUE,YES
2148,rainy,24,84,TRUE,YES
2149,rainy,67,74,FALSE,YES
2150,rainy,98,56,FALSE,NO
2151,overcast,50,92,TRUE,NO
2152,overcast,28,94,TRUE,NO
2153,rainy,9,28,FALSE,YES
2154,rainy,87,91,TRUE,YES
2155,overcast,64,47,TRUE,NO
2156,rainy,61,45,TRUE,YES
2157,overcast,62,32,FALSE,YES
2158,rainy,34,8,TRUE,YES
2159,rainy,25,31,TRUE,NO
2160,rainy,40,95,FALSE,YES
2161,overcast,6,58,TRUE,NO
2162,overcast,17,33,TRUE,YES
2163,rainy,33,80,TRUE,YES
2164,overcast,12,62,FALSE,NO
2165,overcast,40,34,FALSE,YES
2166,overcast,39,36,TRUE,NO
2167,rainy,41,5,FALSE,YES
2168,rainy,98,24,FALSE,YES
2169,overcast,41,9,FALSE,NO
2170,rainy,84,25,FALSE,YES
2171,overcast,100,82,FALSE,NO
2172,rainy,99,62,FALSE,NO
2173,rainy,96,45,FALSE,NO
2174,rainy,9,65,TRUE,NO
2175,rainy,63,36,TRUE,YES
2176,rainy,35,11,TRUE,YES
2177,rainy,97,11,FALSE,YES
2178,overcast,22,9,TRUE,NO
2179,overcast,52,68,FALSE,YES
2180,rainy,20,81,TRUE,YES
2181,rainy,88,18,TRUE,NO
2182,rainy,81,57,FALSE,NO
2183,rainy,9,1,TRUE,YES
2184,rainy,53,7,FALSE,YES
2185,rainy,50,20,FALSE,NO
2186,rainy,90,95,TRUE,YES
2187,rainy,24,77,FALSE,NO
2188,rainy,59,5,FALSE,YES
2189,rainy,30,21,TRUE,YES
2190,rainy,50,26,TRUE,NO
2191,overcast,12,86,TRUE,NO
2192,rainy,30,94,FALSE,NO
2193,rainy,91,8,FALSE,NO
2194,rainy,68,11,TRUE,NO
2195,rainy,65,23,FALSE,YES
2196,overcast,33,8,TRUE,NO
2197,rainy,74,48,FALSE,YES
2198,rainy,39,100,TRUE,NO
2199,rainy,99,97,TRUE,NO
2200,overcast,10,10,TRUE,YES
2201,rainy,62,90,FALSE,NO
2202,rainy,36,43,TRUE,NO
2203,rainy,68,2,TRUE,NO
2204,rainy,76,66,FALSE,YES
2205,rainy,69,63,FALSE,YES
2206,rainy,73,14,TRUE,NO
2207,rainy,24,21,FALSE,YES
2208,overcast,81,77,FALSE,NO
2209,overcast,71,7,FALSE,NO
2210,rainy,61,37,FALSE,NO
2211,overcast,3,60,TRUE,YES
2212,overcast,12,26,FALSE,YES
2213,rainy,57,60,TRUE,YES
2214,rainy,56,35,FALSE,YES
2215,rainy,7,67,TRUE,NO
2216,overcast,34,54,TRUE,NO
2217,rainy,48,50,TRUE,NO
2218,overcast,83,24,TRUE,YES
2219,rainy,31,12,TRUE,YES
2220,rainy,20,85,FALSE,NO
2221,rainy,28,48,FALSE,NO
2222,rainy,19,82,TRUE,YES
2223,overcast,45,19,TRUE,YES
2224,overcast,61,15,TRUE,NO
2225,overcast,54,12,FALSE,NO
2226,rainy,98,31,TRUE,YES
2227,rainy,53,64,TRUE,NO
2228,rainy,62,34,FALSE,NO
2229,rainy,68,72,FALSE,NO
2230,overcast,84,42,FALSE,YES
2231,rainy,38,76,TRUE,NO
2232,rainy,28,83,TRUE,YES
2233,rainy,41,37,FALSE,NO
2234,overcast,27,29,FALSE,YES
2235,overcast,10,96,TRUE,NO
2236,overcast,16,37,FALSE,NO
2237,rainy,31,5,TRUE,YES
2238,rainy,49,27,FALSE,YES
2239,overcast,17,43,TRUE,YES
2240,rainy,14,40,TRUE,YES
2241,rainy,2,82,TRUE,NO
2242,overcast,59,76,TRUE,YES
2243,overcast,55,63,FALSE,NO
2244,rainy,74,58,TRUE,YES
2245,overcast,51,11,TRUE,YES
2246,rainy,94,85,FALSE,YES
2247,rainy,51,41,TRUE,NO
2248,rainy,56,79,FALSE,YES
2249,overcast,1,11,FALSE,YES
2250,rainy,54,10,TRUE,NO
2251,overcast,98,83,TRUE,NO
2252,overcast,25,43,FALSE,YES
