NIVEL,CLAVE DE LA ESCUELA,TURNO,ALUMNOS PROGRAMADOS PRUEBA,PORCENTAJE DE EVALUADOS LENGUAJE Y COMUNICACION,PORCENTAJE DE EVALUADOS MATEMATICAS,LA PRUEBA ES REPRESENTATIVA LEGUAJE Y COMUNICACION,LA PRUEBA ES REPRESENTATIVA  MATEMATICAS,INFORMACION POCO CONFIABLE LENGUAJE Y COMUNICACIÓN,INFORMACION POCO CONFIABLE MATEMATICAS,NIVEL I LENGUAJE Y COMUNICACION (%),NIVEL II LENGUAJE Y COMUNICACION (%),NIVEL III LENGUAJE Y COMUNICACION (%),NIVEL IV LENGUAJE Y COMUNICACION (%),NIVEL PREDOMINANTE LENGUAJE Y COMUNICACION ,NIVEL I MATEMATICAS (%),NIVEL II MATEMATICAS (%),NIVEL III MATEMATICAS (%),NIVEL IV MATEMATICAS (%),NIVEL PREDOMINANTE MATEMATICAS
PRIMARIA,14EPR0800R,MATUTINO,35,94.3,94.3,SI,SI,NO,SI,45.5,39.4,12.1,3, I ,57.6,21.2,18.2,3,I
PRIMARIA,14EPR0801Q,MATUTINO,13,100,100,SI,SI,NO,NO,61.5,38.5,,, I ,84.6,7.7,7.7,,I
PRIMARIA,14EPR0803O,VESPERTINO,12,75,75,SI,SI,NO,NO,44.4,44.4,11.1,, I ,66.7,,11.1,22.2,I
PRIMARIA,14EPR0805M,VESPERTINO,15,93.3,100,SI,SI,NO,NO,42.9,21.4,21.4,14.3, I ,33.3,26.7,26.7,13.3,I
PRIMARIA,14EPR0807K,VESPERTINO,5,100,100,SI,SI,NO,NO,80,20,,, I ,80,20,,,I
PRIMARIA,14EPR0808J,COMPLETO,35,100,97.1,SI,SI,NO,NO,34.3,34.3,25.7,5.7, I ,61.8,23.5,11.8,2.9,I
PRIMARIA,14EPR0810Y,MATUTINO,35,91.4,85.7,SI,SI,NO,NO,56.3,21.9,18.8,3.1, I ,70,20,6.7,3.3,I
PRIMARIA,14EPR0811X,MATUTINO,70,100,100,SI,SI,NO,NO,60,21.4,15.7,2.9, I ,64.3,18.6,11.4,5.7,I
PRIMARIA,14EPR0812W,MATUTINO,21,100,100,SI,SI,NO,NO,52.4,38.1,4.8,4.8, I ,90.5,4.8,,4.8,I
PRIMARIA,14EPR0813V,MATUTINO,9,100,100,SI,SI,NO,NO,77.8,,22.2,, I ,55.6,44.4,,,I
PRIMARIA,14EPR0815T,VESPERTINO,35,100,100,SI,SI,NO,NO,80,17.1,2.9,, I ,82.9,8.6,5.7,2.9,I
PRIMARIA,14EPR0817R,VESPERTINO,35,100,100,SI,SI,NO,NO,54.3,31.4,11.4,2.9, I ,62.9,17.1,17.1,2.9,I
PRIMARIA,14EPR0818Q,VESPERTINO,5,100,100,SI,SI,NO,NO,80,20,,, I ,100,,,,I
PRIMARIA,14EPR0825Z,MATUTINO,29,79.3,86.2,SI,SI,NO,SI,73.9,21.7,4.3,, I ,72,12,4,12,I
PRIMARIA,14EPR0827Y,MATUTINO,28,100,100,SI,SI,NO,NO,25,25,25,25, I ,39.3,14.3,17.9,28.6,I
PRIMARIA,14EPR0828X,MATUTINO,28,96.4,96.4,SI,SI,NO,NO,63,29.6,7.4,, I ,59.3,18.5,14.8,7.4,I
PRIMARIA,14EPR0832J,MATUTINO,35,100,97.1,SI,SI,NO,NO,68.6,20,11.4,, I ,73.5,14.7,2.9,8.8,I
PRIMARIA,14EPR0833I,MATUTINO,7,100,100,SI,SI,NO,NO,57.1,28.6,14.3,, I ,71.4,28.6,,,I
PRIMARIA,14EPR0840S,MATUTINO,70,100,100,SI,SI,NO,NO,68.6,25.7,5.7,, I ,75.7,11.4,12.9,,I
PRIMARIA,14EPR0841R,MATUTINO,6,100,100,SI,SI,NO,NO,83.3,16.7,,, I ,83.3,,16.7,,I
PRIMARIA,14EPR0843P,MATUTINO,27,100,100,SI,SI,NO,NO,59.3,22.2,14.8,3.7, I ,66.7,14.8,3.7,14.8,I
PRIMARIA,14EPR0844O,VESPERTINO,35,100,88.6,SI,SI,NO,NO,54.3,31.4,8.6,5.7, I ,67.7,22.6,6.5,3.2,I
PRIMARIA,14EPR0845N,MATUTINO,70,100,100,SI,SI,NO,NO,57.1,25.7,14.3,2.9, I ,54.3,28.6,8.6,8.6,I
PRIMARIA,14EPR0847L,VESPERTINO,25,92,96,SI,SI,NO,NO,47.8,26.1,21.7,4.3, I ,70.8,16.7,12.5,,I
PRIMARIA,14EPR0848K,VESPERTINO,26,100,100,SI,SI,NO,NO,50,30.8,11.5,7.7, I ,65.4,7.7,23.1,3.8,I
PRIMARIA,14EPR0850Z,MATUTINO,35,100,100,SI,SI,NO,NO,45.7,28.6,17.1,8.6, I ,45.7,25.7,14.3,14.3,I
PRIMARIA,14EPR0854V,MATUTINO,35,100,100,SI,SI,NO,NO,45.7,25.7,22.9,5.7, I ,54.3,20,11.4,14.3,I
PRIMARIA,14EPR0855U,COMPLETO,35,88.6,97.1,SI,SI,NO,NO,45.2,32.3,9.7,12.9, I ,55.9,11.8,17.6,14.7,I
PRIMARIA,14EPR0856T,MATUTINO,35,100,100,SI,SI,NO,NO,45.7,45.7,8.6,, I ,48.6,28.6,20,2.9,I
PRIMARIA,14EPR0857S,MATUTINO,70,100,100,SI,SI,NO,NO,65.7,24.3,8.6,1.4, I ,74.3,11.4,11.4,2.9,I
PRIMARIA,14EPR0858R,VESPERTINO,70,100,90,SI,SI,NO,NO,50,30,17.1,2.9, I ,55.6,31.7,7.9,4.8,I
PRIMARIA,14EPR0859Q,MATUTINO,70,100,100,SI,SI,NO,NO,44.3,31.4,20,4.3, I ,55.7,25.7,14.3,4.3,I
PRIMARIA,14EPR0862D,MATUTINO,35,100,100,SI,SI,NO,NO,42.9,28.6,25.7,2.9, I ,51.4,28.6,17.1,2.9,I
PRIMARIA,14EPR0863C,MATUTINO,35,100,100,SI,SI,NO,NO,42.9,25.7,25.7,5.7, I ,51.4,20,11.4,17.1,I
PRIMARIA,14EPR0864B,MATUTINO,9,100,100,SI,SI,NO,NO,100,,,, I ,77.8,22.2,,,I
PRIMARIA,14EPR0865A,MATUTINO,9,88.9,88.9,SI,SI,NO,NO,37.5,37.5,25,, I ,50,37.5,12.5,,I
PRIMARIA,14EPR0866Z,MATUTINO,10,80,90,SI,SI,NO,NO,87.5,,12.5,, I ,44.4,33.3,22.2,,I
PRIMARIA,14EPR0867Z,MATUTINO,28,78.6,82.1,SI,SI,NO,NO,59.1,27.3,13.6,, I ,52.2,43.5,4.3,,I
PRIMARIA,14EPR0868Y,MATUTINO,3,100,100,SI,SI,NO,NO,33.3,33.3,,33.3, I ,33.3,,,66.7,IV
PRIMARIA,14EPR0870M,VESPERTINO,21,90.5,90.5,SI,SI,NO,SI,84.2,10.5,5.3,, I ,78.9,15.8,5.3,,I
PRIMARIA,14EPR0875H,MATUTINO,35,100,100,SI,SI,NO,NO,51.4,37.1,5.7,5.7, I ,65.7,25.7,5.7,2.9,I
PRIMARIA,14EPR0876G,MATUTINO,35,97.1,100,SI,SI,NO,NO,76.5,14.7,5.9,2.9, I ,80,17.1,2.9,,I
PRIMARIA,14EPR0877F,MATUTINO,17,94.1,100,SI,SI,NO,NO,87.5,12.5,,, I ,76.5,17.6,5.9,,I
PRIMARIA,14EPR0878E,COMPLETO,3,100,100,SI,SI,NO,NO,100,,,, I ,66.7,33.3,,,I
PRIMARIA,14EPR0879D,MATUTINO,8,100,100,SI,SI,NO,NO,75,12.5,12.5,, I ,87.5,12.5,,,I
PRIMARIA,14EPR0880T,VESPERTINO,35,100,100,SI,SI,NO,SI,42.9,25.7,25.7,5.7, I ,40,37.1,17.1,5.7,I
PRIMARIA,14EPR0883Q,MATUTINO,70,98.6,97.1,SI,SI,NO,NO,53.6,33.3,13,, I ,72.1,17.6,7.4,2.9,I
PRIMARIA,14EPR0885O,VESPERTINO,35,91.4,82.9,SI,SI,SI,NO,78.1,15.6,6.3,, I ,75.9,10.3,10.3,3.4,I
PRIMARIA,14EPR0886N,VESPERTINO,70,90,94.3,SI,SI,NO,NO,38.1,22.2,22.2,17.5, I ,42.4,10.6,10.6,36.4,I
PRIMARIA,14EPR0888L,MATUTINO,35,100,100,SI,SI,NO,NO,51.4,28.6,17.1,2.9, I ,65.7,20,11.4,2.9,I
PRIMARIA,14EPR0889K,COMPLETO,7,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14EPR0891Z,VESPERTINO,22,81.8,86.4,SI,SI,NO,NO,61.1,27.8,11.1,, I ,63.2,31.6,5.3,,I
PRIMARIA,14EPR0892Y,COMPLETO,35,100,100,SI,SI,NO,NO,40,40,17.1,2.9, I ,54.3,25.7,8.6,11.4,I
PRIMARIA,14EPR0893X,VESPERTINO,70,95.7,92.9,SI,SI,NO,NO,62.7,28.4,9,, I ,50.8,24.6,21.5,3.1,I
PRIMARIA,14EPR0904M,VESPERTINO,20,85,85,SI,SI,NO,NO,41.2,35.3,17.6,5.9, I ,82.4,11.8,5.9,,I
PRIMARIA,14EPR0905L,MATUTINO,70,90,88.6,SI,SI,NO,NO,38.1,33.3,23.8,4.8, I ,51.6,14.5,24.2,9.7,I
PRIMARIA,14EPR0908I,COMPLETO,7,100,100,SI,SI,NO,NO,57.1,14.3,14.3,14.3, I ,42.9,28.6,,28.6,I
PRIMARIA,14EPR0909H,MATUTINO,35,88.6,94.3,SI,SI,NO,NO,61.3,22.6,9.7,6.5, I ,72.7,15.2,9.1,3,I
PRIMARIA,14EPR0912V,VESPERTINO,26,92.3,92.3,SI,SI,NO,NO,66.7,29.2,,4.2, I ,62.5,29.2,4.2,4.2,I
PRIMARIA,14EPR0915S,VESPERTINO,70,91.4,90,SI,SI,NO,NO,65.6,26.6,7.8,, I ,77.8,15.9,1.6,4.8,I
PRIMARIA,14EPR0916R,VESPERTINO,15,80,80,SI,SI,SI,NO,83.3,16.7,,, I ,75,25,,,I
PRIMARIA,14EPR0917Q,VESPERTINO,70,88.6,90,SI,SI,NO,SI,53.2,33.9,9.7,3.2, I ,71.4,14.3,11.1,3.2,I
PRIMARIA,14EPR0918P,MATUTINO,35,97.1,100,SI,SI,NO,SI,32.4,23.5,32.4,11.8, I ,51.4,22.9,20,5.7,I
PRIMARIA,14EPR0920D,VESPERTINO,23,100,95.7,SI,SI,NO,NO,47.8,34.8,17.4,, I ,90.9,9.1,,,I
PRIMARIA,14EPR0921C,MATUTINO,70,100,100,SI,SI,NO,NO,51.4,41.4,7.1,, I ,65.7,21.4,12.9,,I
PRIMARIA,14EPR0922B,VESPERTINO,35,91.4,100,SI,SI,NO,NO,53.1,37.5,3.1,6.3, I ,71.4,17.1,8.6,2.9,I
PRIMARIA,14EPR0924Z,MATUTINO,30,76.7,83.3,SI,SI,NO,NO,60.9,26.1,13,, I ,68,20,4,8,I
PRIMARIA,14EPR0926Y,MATUTINO,2,50,50,NO,NO,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14EPR0927X,VESPERTINO,35,91.4,80,SI,SI,NO,NO,62.5,25,9.4,3.1, I ,85.7,10.7,3.6,,I
PRIMARIA,14EPR0928W,VESPERTINO,33,72.7,81.8,SI,SI,NO,NO,50,45.8,,4.2, I ,51.9,33.3,7.4,7.4,I
PRIMARIA,14EPR0929V,MATUTINO,28,96.4,100,SI,SI,SI,NO,66.7,22.2,11.1,, I ,64.3,32.1,3.6,,I
PRIMARIA,14EPR0930K,MATUTINO,70,98.6,98.6,SI,SI,SI,NO,55.1,26.1,13,5.8, I ,29,21.7,40.6,8.7,III
PRIMARIA,14EPR0931J,MATUTINO,35,100,100,SI,SI,NO,NO,60,25.7,11.4,2.9, I ,74.3,14.3,8.6,2.9,I
PRIMARIA,14EPR0932I,VESPERTINO,35,100,97.1,SI,SI,NO,NO,62.9,25.7,5.7,5.7, I ,61.8,17.6,20.6,,I
PRIMARIA,14EPR0933H,VESPERTINO,18,66.7,66.7,SI,SI,NO,NO,58.3,25,16.7,, I ,66.7,25,,8.3,I
PRIMARIA,14EPR0940R,MATUTINO,35,85.7,88.6,SI,SI,NO,NO,56.7,40,3.3,, I ,67.7,25.8,6.5,,I
PRIMARIA,14EPR0941Q,MATUTINO,35,100,100,SI,SI,NO,NO,51.4,40,8.6,, I ,54.3,34.3,11.4,,I
PRIMARIA,14EPR0942P,VESPERTINO,19,89.5,84.2,SI,SI,NO,NO,64.7,23.5,11.8,, I ,75,6.3,18.8,,I
PRIMARIA,14EPR0943O,MATUTINO,70,94.3,94.3,SI,SI,NO,NO,50,22.7,25.8,1.5, I ,62.1,21.2,15.2,1.5,I
PRIMARIA,14EPR0948J,VESPERTINO,29,93.1,89.7,SI,SI,NO,NO,63,25.9,7.4,3.7, I ,69.2,26.9,,3.8,I
PRIMARIA,14EPR0950Y,MATUTINO,30,76.7,80,SI,SI,NO,NO,52.2,30.4,13,4.3, I ,62.5,8.3,16.7,12.5,I
PRIMARIA,14EPR0952W,MATUTINO,35,65.7,74.3,SI,SI,NO,NO,56.5,26.1,17.4,, I ,80.8,11.5,7.7,,I
PRIMARIA,14EPR0954U,VESPERTINO,35,100,100,SI,SI,NO,SI,68.6,20,11.4,, I ,77.1,8.6,11.4,2.9,I
PRIMARIA,14EPR0958Q,VESPERTINO,17,76.5,82.4,SI,SI,NO,NO,61.5,23.1,15.4,, I ,57.1,35.7,7.1,,I
PRIMARIA,14EPR0961D,MATUTINO,70,95.7,94.3,SI,SI,SI,NO,46.3,34.3,16.4,3, I ,66.7,16.7,13.6,3,I
PRIMARIA,14EPR0962C,COMPLETO,8,100,87.5,SI,SI,NO,NO,75,12.5,12.5,, I ,71.4,28.6,,,I
PRIMARIA,14EPR0963B,MATUTINO,70,100,98.6,SI,SI,SI,SI,42.9,38.6,12.9,5.7, I ,56.5,17.4,18.8,7.2,I
PRIMARIA,14EPR0964A,VESPERTINO,35,85.7,88.6,SI,SI,NO,SI,63.3,30,6.7,, I ,58.1,22.6,12.9,6.5,I
PRIMARIA,14EPR0965Z,MATUTINO,28,85.7,85.7,SI,SI,NO,NO,58.3,29.2,12.5,, I ,58.3,33.3,4.2,4.2,I
PRIMARIA,14EPR0966Z,VESPERTINO,18,94.4,88.9,SI,SI,NO,NO,64.7,17.6,17.6,, I ,50,25,12.5,12.5,I
PRIMARIA,14EPR0967Y,MATUTINO,27,85.2,92.6,SI,SI,NO,NO,56.5,30.4,13,, I ,72,12,16,,I
PRIMARIA,14EPR0968X,MATUTINO,26,92.3,88.5,SI,SI,NO,NO,83.3,16.7,,, I ,87,13,,,I
PRIMARIA,14EPR0969W,MATUTINO,26,88.5,88.5,SI,SI,NO,NO,60.9,26.1,13,, I ,56.5,13,26.1,4.3,I
PRIMARIA,14EPR0972J,MATUTINO,3,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,66.7,33.3,,,I
PRIMARIA,14EPR0973I,MATUTINO,35,100,100,SI,SI,NO,NO,40,40,17.1,2.9, I ,54.3,25.7,8.6,11.4,I
PRIMARIA,14EPR0976F,MATUTINO,20,90,90,SI,SI,NO,NO,61.1,16.7,22.2,, I ,66.7,,22.2,11.1,I
PRIMARIA,14EPR0977E,MATUTINO,35,100,100,SI,SI,NO,SI,71.4,22.9,5.7,, I ,80,17.1,2.9,,I
PRIMARIA,14EPR0978D,MATUTINO,35,100,100,SI,SI,NO,NO,51.4,34.3,11.4,2.9, I ,45.7,34.3,8.6,11.4,I
PRIMARIA,14EPR0979C,VESPERTINO,12,91.7,91.7,SI,SI,NO,NO,36.4,36.4,18.2,9.1, I ,36.4,,36.4,27.3,I
PRIMARIA,14EPR0980S,VESPERTINO,35,100,100,SI,SI,NO,SI,40,17.1,28.6,14.3, I ,37.1,25.7,20,17.1,I
PRIMARIA,14EPR0983P,VESPERTINO,27,77.8,74.1,SI,SI,NO,SI,42.9,23.8,28.6,4.8, I ,45,25,10,20,I
PRIMARIA,14EPR0984O,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14EPR0985N,COMPLETO,35,100,100,SI,SI,NO,NO,31.4,25.7,25.7,17.1, I ,20,20,17.1,42.9,IV
PRIMARIA,14EPR0986M,COMPLETO,5,80,100,SI,SI,NO,NO,50,25,25,, I ,40,,60,,III
PRIMARIA,14EPR0988K,COMPLETO,70,100,100,SI,SI,NO,NO,58.6,30,11.4,, I ,60,21.4,12.9,5.7,I
PRIMARIA,14EPR0994V,VESPERTINO,70,84.3,87.1,SI,SI,NO,NO,69.5,23.7,6.8,, I ,78.7,11.5,9.8,,I
PRIMARIA,14EPR0997S,MATUTINO,33,97,97,SI,SI,NO,NO,34.4,34.4,25,6.3, I ,68.8,9.4,12.5,9.4,I
PRIMARIA,14EPR0999Q,MATUTINO,26,88.5,92.3,SI,SI,NO,NO,43.5,21.7,34.8,, I ,37.5,12.5,29.2,20.8,I
PRIMARIA,14EPR1000F,COMPLETO,18,83.3,83.3,SI,SI,NO,SI,53.3,33.3,13.3,, I ,73.3,6.7,13.3,6.7,I
PRIMARIA,14EPR1002D,VESPERTINO,35,100,100,SI,SI,NO,NO,51.4,28.6,11.4,8.6, I ,54.3,17.1,17.1,11.4,I
PRIMARIA,14EPR1006Z,MATUTINO,70,100,100,SI,SI,NO,NO,58.6,22.9,14.3,4.3, I ,61.4,17.1,17.1,4.3,I
PRIMARIA,14EPR1007Z,VESPERTINO,35,100,100,SI,SI,NO,NO,80,14.3,5.7,, I ,74.3,20,5.7,,I
PRIMARIA,14EPR1008Y,MATUTINO,70,100,98.6,SI,SI,NO,NO,38.6,27.1,21.4,12.9, I ,47.8,11.6,18.8,21.7,I
PRIMARIA,14EPR1012K,MATUTINO,70,100,98.6,SI,SI,NO,NO,44.3,37.1,17.1,1.4, I ,59.4,27.5,8.7,4.3,I
PRIMARIA,14EPR1015H,VESPERTINO,35,100,91.4,SI,SI,NO,NO,45.7,37.1,17.1,, I ,59.4,12.5,21.9,6.3,I
PRIMARIA,14EPR1017F,VESPERTINO,16,62.5,68.8,SI,SI,NO,NO,50,40,10,, I ,63.6,27.3,9.1,,I
PRIMARIA,14EPR1019D,VESPERTINO,15,86.7,93.3,SI,SI,NO,NO,53.8,38.5,7.7,, I ,42.9,35.7,21.4,,I
PRIMARIA,14EPR1020T,MATUTINO,35,100,100,SI,SI,NO,NO,45.7,42.9,11.4,, I ,65.7,22.9,11.4,,I
PRIMARIA,14EPR1021S,MATUTINO,70,100,100,SI,SI,NO,NO,38.6,38.6,18.6,4.3, I ,58.6,20,7.1,14.3,I
PRIMARIA,14EPR1023Q,VESPERTINO,10,90,80,SI,SI,NO,NO,88.9,11.1,,, I ,87.5,12.5,,,I
PRIMARIA,14EPR1025O,VESPERTINO,18,77.8,61.1,SI,SI,NO,NO,64.3,28.6,7.1,, I ,81.8,9.1,9.1,,I
PRIMARIA,14EPR1027M,MATUTINO,35,91.4,91.4,SI,SI,NO,NO,34.4,25,31.3,9.4, I ,46.9,21.9,12.5,18.8,I
PRIMARIA,14EPR1031Z,MATUTINO,34,100,100,SI,SI,NO,NO,41.2,41.2,17.6,, I ,58.8,20.6,20.6,,I
PRIMARIA,14EPR1035V,MATUTINO,17,82.4,88.2,SI,SI,NO,NO,64.3,28.6,,7.1, I ,86.7,,13.3,,I
PRIMARIA,14EPR1036U,MATUTINO,13,84.6,84.6,SI,SI,NO,NO,45.5,45.5,9.1,, I ,36.4,27.3,18.2,18.2,I
PRIMARIA,14EPR1037T,COMPLETO,27,88.9,92.6,SI,SI,NO,NO,75,16.7,8.3,, I ,80,12,8,,I
PRIMARIA,14EPR1039R,VESPERTINO,10,90,80,SI,SI,NO,NO,55.6,33.3,11.1,, I ,75,25,,,I
PRIMARIA,14EPR1040G,MATUTINO,70,100,98.6,SI,SI,NO,NO,50,30,15.7,4.3, I ,65.2,17.4,13,4.3,I
PRIMARIA,14EPR1041F,MATUTINO,35,100,100,SI,SI,NO,NO,54.3,28.6,14.3,2.9, I ,62.9,25.7,2.9,8.6,I
PRIMARIA,14EPR1043D,MATUTINO,11,100,100,SI,SI,NO,NO,90.9,9.1,,, I ,90.9,9.1,,,I
PRIMARIA,14EPR1045B,MATUTINO,35,100,100,SI,SI,NO,NO,54.3,34.3,11.4,, I ,65.7,11.4,17.1,5.7,I
PRIMARIA,14EPR1046A,VESPERTINO,25,88,92,SI,SI,NO,NO,31.8,31.8,22.7,13.6, I ,39.1,26.1,17.4,17.4,I
PRIMARIA,14EPR1048Z,MATUTINO,34,85.3,88.2,SI,SI,NO,NO,62.1,24.1,10.3,3.4, I ,73.3,13.3,10,3.3,I
PRIMARIA,14EPR1050N,VESPERTINO,6,100,100,SI,SI,NO,NO,66.7,16.7,16.7,, I ,50,33.3,,16.7,I
PRIMARIA,14EPR1052L,VESPERTINO,35,97.1,97.1,SI,SI,NO,NO,55.9,29.4,14.7,, I ,55.9,14.7,20.6,8.8,I
PRIMARIA,14EPR1055I,VESPERTINO,35,100,100,SI,SI,NO,NO,57.1,28.6,11.4,2.9, I ,80,11.4,2.9,5.7,I
PRIMARIA,14EPR1056H,VESPERTINO,35,100,100,SI,SI,NO,NO,68.6,22.9,8.6,, I ,85.7,11.4,2.9,,I
PRIMARIA,14EPR1059E,VESPERTINO,35,100,100,SI,SI,NO,NO,54.3,37.1,8.6,, I ,65.7,11.4,20,2.9,I
PRIMARIA,14EPR1060U,VESPERTINO,19,94.7,94.7,SI,SI,NO,NO,66.7,27.8,5.6,, I ,61.1,27.8,11.1,,I
PRIMARIA,14EPR1062S,VESPERTINO,28,92.9,100,SI,SI,NO,NO,34.6,26.9,26.9,11.5, I ,53.6,25,14.3,7.1,I
PRIMARIA,14EPR1064Q,MATUTINO,20,75,80,SI,SI,NO,NO,46.7,46.7,6.7,, I ,87.5,12.5,,,I
PRIMARIA,14EPR1065P,VESPERTINO,12,91.7,91.7,SI,SI,NO,NO,45.5,36.4,18.2,, I ,72.7,18.2,9.1,,I
PRIMARIA,14EPR1067N,VESPERTINO,35,100,97.1,SI,SI,NO,NO,60,31.4,8.6,, I ,76.5,14.7,5.9,2.9,I
PRIMARIA,14EPR1068M,MATUTINO,70,100,97.1,SI,SI,NO,NO,57.1,31.4,11.4,, I ,83.8,11.8,4.4,,I
PRIMARIA,14EPR1070A,VESPERTINO,34,97.1,91.2,SI,SI,NO,NO,51.5,39.4,9.1,, I ,58.1,29,12.9,,I
PRIMARIA,14EPR1071Z,MATUTINO,35,94.3,91.4,SI,SI,NO,NO,84.8,9.1,3,3, I ,93.8,,6.3,,I
PRIMARIA,14EPR1074X,MATUTINO,70,94.3,95.7,SI,SI,NO,SI,47,36.4,15.2,1.5, I ,58.2,22.4,13.4,6,I
PRIMARIA,14EPR1075W,VESPERTINO,35,100,100,SI,SI,NO,NO,62.9,31.4,5.7,, I ,65.7,20,11.4,2.9,I
PRIMARIA,14EPR1076V,VESPERTINO,29,93.1,96.6,SI,SI,NO,NO,51.9,37,11.1,, I ,67.9,17.9,7.1,7.1,I
PRIMARIA,14EPR1078T,VESPERTINO,23,100,100,SI,SI,NO,NO,65.2,21.7,8.7,4.3, I ,73.9,8.7,4.3,13,I
PRIMARIA,14EPR1080H,VESPERTINO,70,100,100,SI,SI,NO,NO,50,38.6,10,1.4, I ,71.4,12.9,12.9,2.9,I
PRIMARIA,14EPR1081G,VESPERTINO,23,95.7,91.3,SI,SI,NO,NO,45.5,40.9,13.6,, I ,61.9,33.3,,4.8,I
PRIMARIA,14EPR1082F,VESPERTINO,6,50,66.7,NO,SI,NO,NO,66.7,33.3,,, I ,100,,,,I
PRIMARIA,14EPR1086B,MATUTINO,35,100,100,SI,SI,SI,NO,54.3,28.6,17.1,, I ,40,20,31.4,8.6,I
PRIMARIA,14EPR1087A,MATUTINO,70,100,97.1,SI,SI,NO,SI,57.1,30,12.9,, I ,70.6,13.2,10.3,5.9,I
PRIMARIA,14EPR1088Z,VESPERTINO,70,98.6,94.3,SI,SI,NO,NO,60.9,26.1,10.1,2.9, I ,75.8,12.1,7.6,4.5,I
PRIMARIA,14EPR1089Z,VESPERTINO,70,100,100,SI,SI,NO,NO,32.9,28.6,30,8.6, I ,40,18.6,24.3,17.1,I
PRIMARIA,14EPR1090O,VESPERTINO,23,87,82.6,SI,SI,NO,NO,50,30,15,5, I ,78.9,,15.8,5.3,I
PRIMARIA,14EPR1091N,MATUTINO,35,100,100,SI,SI,NO,NO,77.1,22.9,,, I ,82.9,8.6,8.6,,I
PRIMARIA,14EPR1092M,MATUTINO,69,92.8,94.2,SI,SI,NO,NO,59.4,31.3,9.4,, I ,70.8,20,7.7,1.5,I
PRIMARIA,14EPR1093L,MATUTINO,70,98.6,97.1,SI,SI,NO,NO,53.6,34.8,8.7,2.9, I ,61.8,14.7,20.6,2.9,I
PRIMARIA,14EPR1094K,VESPERTINO,32,81.3,81.3,SI,SI,NO,NO,69.2,23.1,7.7,, I ,76.9,19.2,3.8,,I
PRIMARIA,14EPR1095J,VESPERTINO,35,85.7,100,SI,SI,NO,NO,63.3,23.3,10,3.3, I ,65.7,22.9,5.7,5.7,I
PRIMARIA,14EPR1096I,MATUTINO,35,100,100,SI,SI,NO,NO,45.7,45.7,5.7,2.9, I ,54.3,34.3,2.9,8.6,I
PRIMARIA,14EPR1098G,MATUTINO,35,100,100,SI,SI,NO,SI,45.7,28.6,20,5.7, I ,54.3,28.6,11.4,5.7,I
PRIMARIA,14EPR1100E,MATUTINO,31,83.9,83.9,SI,SI,NO,NO,61.5,26.9,7.7,3.8, I ,53.8,30.8,7.7,7.7,I
PRIMARIA,14EPR1102C,MATUTINO,25,92,92,SI,SI,NO,NO,39.1,26.1,30.4,4.3, I ,52.2,21.7,17.4,8.7,I
PRIMARIA,14EPR1104A,VESPERTINO,35,85.7,85.7,SI,SI,NO,NO,56.7,40,3.3,, I ,70,23.3,6.7,,I
PRIMARIA,14EPR1105Z,VESPERTINO,17,88.2,94.1,SI,SI,NO,NO,60,20,13.3,6.7, I ,68.8,18.8,12.5,,I
PRIMARIA,14EPR1106Z,MATUTINO,70,90,100,SI,SI,NO,NO,46,36.5,14.3,3.2, I ,54.3,28.6,14.3,2.9,I
PRIMARIA,14EPR1109W,VESPERTINO,9,66.7,55.6,SI,SI,NO,NO,66.7,33.3,,, I ,40,40,20,,I
PRIMARIA,14EPR1110L,VESPERTINO,20,95,95,SI,SI,NO,NO,57.9,31.6,10.5,, I ,73.7,5.3,5.3,15.8,I
PRIMARIA,14EPR1111K,VESPERTINO,70,100,100,SI,SI,NO,NO,38.6,35.7,21.4,4.3, I ,51.4,17.1,20,11.4,I
PRIMARIA,14EPR1113I,VESPERTINO,19,89.5,94.7,SI,SI,NO,NO,76.5,23.5,,, I ,72.2,16.7,11.1,,I
PRIMARIA,14EPR1114H,MATUTINO,30,100,100,SI,SI,NO,NO,66.7,20,10,3.3, I ,56.7,20,16.7,6.7,I
PRIMARIA,14EPR1115G,MATUTINO,35,100,100,SI,SI,NO,NO,54.3,31.4,11.4,2.9, I ,71.4,22.9,,5.7,I
PRIMARIA,14EPR1117E,VESPERTINO,70,100,100,SI,SI,NO,NO,47.1,37.1,14.3,1.4, I ,71.4,15.7,11.4,1.4,I
PRIMARIA,14EPR1119C,VESPERTINO,29,79.3,79.3,SI,SI,NO,SI,43.5,34.8,21.7,, I ,65.2,13,17.4,4.3,I
PRIMARIA,14EPR1124O,VESPERTINO,35,100,100,SI,SI,NO,NO,28.6,20,28.6,22.9, I ,37.1,20,22.9,20,I
PRIMARIA,14EPR1125N,MATUTINO,14,100,100,SI,SI,NO,NO,64.3,28.6,7.1,, I ,78.6,7.1,14.3,,I
PRIMARIA,14EPR1127L,NOCTURNO,5,100,100,SI,SI,NO,NO,60,20,20,, I ,60,40,,,I
